scenario_id,job_id,rater_id,relevance_grade,hard_violation_observed,role_fit,skill_fit,oracle_version
SC-A-01,job-0089,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0090,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0091,auto_oracle,0,True,0.5,0.333,1.0.0
SC-A-01,job-0092,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0093,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0094,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0095,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0096,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0097,auto_oracle,0,True,0.5,0.333,1.0.0
SC-A-01,job-0098,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0099,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0100,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0101,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0102,auto_oracle,0,True,0.5,0.333,1.0.0
SC-A-01,job-0103,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0104,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0105,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0106,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-01,job-0107,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-01,job-0108,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0109,auto_oracle,0,True,0.5,0.333,1.0.0
SC-A-01,job-0110,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0111,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-01,job-0112,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0113,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0114,auto_oracle,0,True,0.5,0.333,1.0.0
SC-A-01,job-0115,auto_oracle,0,True,0.5,0.667,1.0.0
SC-A-01,job-0116,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0117,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0118,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-01,job-0119,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0120,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0121,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0122,auto_oracle,0,True,0.5,0.0,1.0.0
SC-A-01,job-0123,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0124,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0125,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0126,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0127,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0128,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0129,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0130,auto_oracle,0,True,0.5,0.333,1.0.0
SC-A-01,job-0131,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0132,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0133,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0134,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0135,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0136,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0137,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0138,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0139,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0140,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-01,job-0141,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0142,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0143,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0144,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0145,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0146,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-01,job-0147,auto_oracle,0,True,0.5,0.0,1.0.0
SC-A-01,job-0148,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0149,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0150,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0151,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0152,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0153,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0154,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0155,auto_oracle,0,True,0.5,0.333,1.0.0
SC-A-01,job-0156,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0157,auto_oracle,0,True,0.5,0.667,1.0.0
SC-A-01,job-0158,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0159,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0160,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0161,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0162,auto_oracle,0,True,0.5,0.0,1.0.0
SC-A-01,job-0163,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0164,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0165,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0166,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0167,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0168,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0169,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0170,auto_oracle,0,True,0.5,0.333,1.0.0
SC-A-01,job-0171,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0172,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0173,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0174,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0175,auto_oracle,0,True,0.5,0.0,1.0.0
SC-A-01,job-0176,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0177,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-01,job-0178,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0179,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0180,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0181,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0182,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0183,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0184,auto_oracle,1,False,0.5,0.0,1.0.0
SC-A-01,job-0185,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0186,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-01,job-0187,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0188,auto_oracle,0,True,0.5,0.0,1.0.0
SC-A-01,job-0189,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0190,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0191,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0192,auto_oracle,1,False,0.5,0.333,1.0.0
SC-A-01,job-0193,auto_oracle,0,True,0.5,0.0,1.0.0
SC-A-01,job-0194,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-01,job-0195,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-01,job-0196,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-01,job-0197,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-01,job-0198,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-01,job-0199,auto_oracle,2,False,0.5,0.667,1.0.0
SC-A-02,job-0000,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0001,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0002,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0003,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0004,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0005,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0006,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0007,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0008,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0009,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-02,job-0010,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0011,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0012,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0013,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0014,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0015,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0016,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0017,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-02,job-0018,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0019,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0020,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0021,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0022,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0023,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0024,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0025,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0026,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0027,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-02,job-0028,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0029,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0030,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0031,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0032,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0033,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0034,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0035,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0036,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-02,job-0037,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-02,job-0038,auto_oracle,0,True,0.0,0.667,1.0.0
SC-A-02,job-0039,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0040,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-02,job-0041,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0042,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0043,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0044,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0045,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0046,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0047,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0048,auto_oracle,0,True,0.0,0.667,1.0.0
SC-A-02,job-0049,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0050,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0051,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0052,auto_oracle,0,True,0.0,0.667,1.0.0
SC-A-02,job-0053,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0054,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0055,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0056,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0057,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-02,job-0058,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0059,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0060,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0061,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0062,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0063,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0064,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0065,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0066,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0067,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0068,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0069,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0070,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0071,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0072,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0073,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0074,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0075,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0076,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0077,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0078,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0079,auto_oracle,0,True,0.0,0.667,1.0.0
SC-A-02,job-0080,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0081,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0082,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0083,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0084,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0085,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0086,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0087,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0088,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0089,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0090,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0091,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0092,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0093,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0094,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0095,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0096,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0097,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0098,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0099,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0100,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0101,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0102,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0103,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0104,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0105,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0106,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-02,job-0107,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0108,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0109,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0110,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0111,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0112,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0113,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0114,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0115,auto_oracle,0,True,0.0,0.667,1.0.0
SC-A-02,job-0116,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0117,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0118,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0119,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0120,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0121,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0122,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-02,job-0123,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0124,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0125,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0126,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0127,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0128,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0129,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0130,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0131,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0132,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0133,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0134,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0135,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0136,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0137,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0138,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0139,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0140,auto_oracle,0,True,0.0,1.0,1.0.0
SC-A-02,job-0141,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0142,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0143,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0144,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0145,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0146,auto_oracle,0,False,0.0,1.0,1.0.0
SC-A-02,job-0147,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-02,job-0148,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0149,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0150,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0151,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0152,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0153,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0154,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0155,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0156,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0157,auto_oracle,0,True,0.0,0.667,1.0.0
SC-A-02,job-0158,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0159,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0160,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0161,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0162,auto_oracle,0,True,1.0,0.5,1.0.0
SC-A-02,job-0163,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0164,auto_oracle,0,True,0.5,0.5,1.0.0
SC-A-02,job-0165,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0166,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0167,auto_oracle,2,False,0.5,0.5,1.0.0
SC-A-02,job-0168,auto_oracle,3,False,1.0,0.5,1.0.0
SC-A-02,job-0169,auto_oracle,0,False,0.0,0.667,1.0.0
SC-A-02,job-0170,auto_oracle,0,True,0.0,0.333,1.0.0
SC-A-02,job-0171,auto_oracle,0,False,0.0,0.333,1.0.0
SC-A-02,job-0172,auto_oracle,0,True,0.5,1.0,1.0.0
SC-A-02,job-0173,auto_oracle,3,False,0.5,1.0,1.0.0
SC-A-02,job-0174,auto_oracle,0,False,0.0,0.667,1.0.0
