run_id,claim_id,rater_id,supported
run-00e5b594aad973fd,claim-00f3e2800d2e6a11,human_adjudicated,1
run-00e5b594aad973fd,claim-147656ceb777bb2f,human_adjudicated,0
run-00e5b594aad973fd,claim-15ec35b6385e963c,human_adjudicated,0
run-00e5b594aad973fd,claim-1f5aa82c73817981,human_adjudicated,1
run-00e5b594aad973fd,claim-53a8e419107df166,human_adjudicated,1
run-00e5b594aad973fd,claim-637e6173022e54dd,human_adjudicated,1
run-00e5b594aad973fd,claim-6536571af47d329f,human_adjudicated,1
run-00e5b594aad973fd,claim-6835dd660940a973,human_adjudicated,1
run-00e5b594aad973fd,claim-7803ebeefceccf40,human_adjudicated,1
run-00e5b594aad973fd,claim-888dd8e65ebd1e0c,human_adjudicated,1
run-00e5b594aad973fd,claim-9d3cf96ca03eee1d,human_adjudicated,0
run-00e5b594aad973fd,claim-addeb18eef12d66f,human_adjudicated,0
run-00e5b594aad973fd,claim-afe921d2dea545a4,human_adjudicated,1
run-00e5b594aad973fd,claim-b576bdaa57856f92,human_adjudicated,1
run-00e5b594aad973fd,claim-b7ff2fb4dcd929f3,human_adjudicated,1
run-00e5b594aad973fd,claim-bee3b25a4888ad75,human_adjudicated,1
run-00e5b594aad973fd,claim-c2d68998cb2480b0,human_adjudicated,0
run-00e5b594aad973fd,claim-c4877a5cc7a9f05f,human_adjudicated,1
run-00e5b594aad973fd,claim-db58e68a276f73f2,human_adjudicated,1
run-00e5b594aad973fd,claim-df8d48ae841bd6c9,human_adjudicated,1
run-00e5b594aad973fd,claim-f823f2e2786f5df2,human_adjudicated,1
run-01349a1410397ee9,claim-2e2299045fa7ddb3,human_adjudicated,1
run-01349a1410397ee9,claim-30f2b75b70add393,human_adjudicated,1
run-01349a1410397ee9,claim-39473ea2ca61fe49,human_adjudicated,1
run-01349a1410397ee9,claim-637e6173022e54dd,human_adjudicated,1
run-01349a1410397ee9,claim-6536571af47d329f,human_adjudicated,1
run-01349a1410397ee9,claim-6835dd660940a973,human_adjudicated,1
run-01349a1410397ee9,claim-69d701708e69fd48,human_adjudicated,0
run-01349a1410397ee9,claim-6a4c36f5c005d430,human_adjudicated,0
run-01349a1410397ee9,claim-714e03bb3cec9b87,human_adjudicated,1
run-01349a1410397ee9,claim-7803ebeefceccf40,human_adjudicated,1
run-01349a1410397ee9,claim-9366932dfd4e007f,human_adjudicated,1
run-01349a1410397ee9,claim-afe921d2dea545a4,human_adjudicated,1
run-01349a1410397ee9,claim-b576bdaa57856f92,human_adjudicated,1
run-01349a1410397ee9,claim-bee3b25a4888ad75,human_adjudicated,1
run-01349a1410397ee9,claim-c101a018bf9cecfc,human_adjudicated,1
run-01349a1410397ee9,claim-c1bec18aa27f79ba,human_adjudicated,1
run-01349a1410397ee9,claim-ceddfc3f082410e7,human_adjudicated,1
run-01349a1410397ee9,claim-d2f05a7f92b3c300,human_adjudicated,1
run-01349a1410397ee9,claim-da116e4664dfbb48,human_adjudicated,1
run-01349a1410397ee9,claim-e101664b3ad6aaa0,human_adjudicated,1
run-01349a1410397ee9,claim-f823f2e2786f5df2,human_adjudicated,1
run-01349a1410397ee9,claim-fcce8c2df25b909b,human_adjudicated,1
run-017e74bcc49b87d8,claim-1f5aa82c73817981,human_adjudicated,1
run-017e74bcc49b87d8,claim-39473ea2ca61fe49,human_adjudicated,1
run-017e74bcc49b87d8,claim-53a8e419107df166,human_adjudicated,1
run-017e74bcc49b87d8,claim-55bbdd72e15ddbd2,human_adjudicated,1
run-017e74bcc49b87d8,claim-888dd8e65ebd1e0c,human_adjudicated,1
run-017e74bcc49b87d8,claim-addeb18eef12d66f,human_adjudicated,0
run-017e74bcc49b87d8,claim-afe921d2dea545a4,human_adjudicated,1
run-017e74bcc49b87d8,claim-c2d68998cb2480b0,human_adjudicated,0
run-017e74bcc49b87d8,claim-c4877a5cc7a9f05f,human_adjudicated,1
run-017e74bcc49b87d8,claim-d101143515cd53aa,human_adjudicated,1
run-017e74bcc49b87d8,claim-db58e68a276f73f2,human_adjudicated,1
run-017e74bcc49b87d8,claim-e101664b3ad6aaa0,human_adjudicated,1
run-017e74bcc49b87d8,claim-f823f2e2786f5df2,human_adjudicated,1
run-029475872babdae9,claim-15ec35b6385e963c,human_adjudicated,0
run-029475872babdae9,claim-1f5aa82c73817981,human_adjudicated,1
run-029475872babdae9,claim-2c8b41a54a0fe323,human_adjudicated,1
run-029475872babdae9,claim-32707df50775b05b,human_adjudicated,0
run-029475872babdae9,claim-53a8e419107df166,human_adjudicated,1
run-029475872babdae9,claim-55bbdd72e15ddbd2,human_adjudicated,1
run-029475872babdae9,claim-5d25ddd869dcf8c5,human_adjudicated,1
run-029475872babdae9,claim-67e1a8389ac1368d,human_adjudicated,0
run-029475872babdae9,claim-6835dd660940a973,human_adjudicated,1
run-029475872babdae9,claim-7803ebeefceccf40,human_adjudicated,1
run-029475872babdae9,claim-888dd8e65ebd1e0c,human_adjudicated,1
run-029475872babdae9,claim-addeb18eef12d66f,human_adjudicated,0
run-029475872babdae9,claim-afe921d2dea545a4,human_adjudicated,1
run-029475872babdae9,claim-b7ff2fb4dcd929f3,human_adjudicated,1
run-029475872babdae9,claim-bdd71b4be152e236,human_adjudicated,1
run-029475872babdae9,claim-bee3b25a4888ad75,human_adjudicated,1
run-029475872babdae9,claim-c2d68998cb2480b0,human_adjudicated,0
run-029475872babdae9,claim-c4877a5cc7a9f05f,human_adjudicated,1
run-029475872babdae9,claim-d101143515cd53aa,human_adjudicated,1
run-029475872babdae9,claim-d2d73c1e6b916eb2,human_adjudicated,1
run-029475872babdae9,claim-db58e68a276f73f2,human_adjudicated,1
run-029475872babdae9,claim-ea7bad6ea315b12d,human_adjudicated,1
run-029475872babdae9,claim-f823f2e2786f5df2,human_adjudicated,1
run-035bcffd6695dffc,claim-2be768189fdf6498,human_adjudicated,1
run-035bcffd6695dffc,claim-2e2299045fa7ddb3,human_adjudicated,1
run-035bcffd6695dffc,claim-30f2b75b70add393,human_adjudicated,1
run-035bcffd6695dffc,claim-39473ea2ca61fe49,human_adjudicated,1
run-035bcffd6695dffc,claim-6536571af47d329f,human_adjudicated,1
run-035bcffd6695dffc,claim-6835dd660940a973,human_adjudicated,1
run-035bcffd6695dffc,claim-69d701708e69fd48,human_adjudicated,0
run-035bcffd6695dffc,claim-714e03bb3cec9b87,human_adjudicated,1
run-035bcffd6695dffc,claim-7803ebeefceccf40,human_adjudicated,1
run-035bcffd6695dffc,claim-9366932dfd4e007f,human_adjudicated,1
run-035bcffd6695dffc,claim-a0402763c5848368,human_adjudicated,1
run-035bcffd6695dffc,claim-afe921d2dea545a4,human_adjudicated,1
run-035bcffd6695dffc,claim-bd8e4d225989b926,human_adjudicated,1
run-035bcffd6695dffc,claim-bee3b25a4888ad75,human_adjudicated,1
run-035bcffd6695dffc,claim-c101a018bf9cecfc,human_adjudicated,1
run-035bcffd6695dffc,claim-c1bec18aa27f79ba,human_adjudicated,1
run-035bcffd6695dffc,claim-d2f05a7f92b3c300,human_adjudicated,1
run-035bcffd6695dffc,claim-da116e4664dfbb48,human_adjudicated,1
run-035bcffd6695dffc,claim-e101664b3ad6aaa0,human_adjudicated,1
run-035bcffd6695dffc,claim-f823f2e2786f5df2,human_adjudicated,1
run-035bcffd6695dffc,claim-fcce8c2df25b909b,human_adjudicated,1
run-035e0b5f34900e31,claim-83b2ba2aee8e128e,human_adjudicated,0
run-035e0b5f34900e31,claim-9c2d5eefd2f1c892,human_adjudicated,0
run-035e0b5f34900e31,claim-cfb4ada41496595a,human_adjudicated,0
run-035e0b5f34900e31,claim-e89c8330e7694ef9,human_adjudicated,0
run-0380e26e719dd193,claim-0b0a7fb3209443fe,human_adjudicated,1
run-0380e26e719dd193,claim-0d0dcec341bde264,human_adjudicated,0
run-0380e26e719dd193,claim-15a9a459a2f0ffa0,human_adjudicated,1
run-0380e26e719dd193,claim-16d529a62aa6c9bb,human_adjudicated,0
run-0380e26e719dd193,claim-2a3eedcbd9b57aae,human_adjudicated,1
run-0380e26e719dd193,claim-2a836de363d15d3c,human_adjudicated,1
run-0380e26e719dd193,claim-4e75e5fbafab8c85,human_adjudicated,1
run-0380e26e719dd193,claim-5477197e1d63902c,human_adjudicated,1
run-0380e26e719dd193,claim-5aa155ac322bef86,human_adjudicated,0
run-0380e26e719dd193,claim-5db2a66c0bb8f404,human_adjudicated,0
run-0380e26e719dd193,claim-66a1f4a4d9c69bee,human_adjudicated,1
run-0380e26e719dd193,claim-6dc7893b25ac7ec3,human_adjudicated,1
run-0380e26e719dd193,claim-85ca4aff0fb5ddf5,human_adjudicated,0
run-0380e26e719dd193,claim-881b4f42ce48d6b0,human_adjudicated,0
run-0380e26e719dd193,claim-8d19bb31d9e13ca6,human_adjudicated,1
run-0380e26e719dd193,claim-90c0a7e7cb048695,human_adjudicated,1
run-0380e26e719dd193,claim-920d098eeee29465,human_adjudicated,1
run-0380e26e719dd193,claim-9515f274401a51ce,human_adjudicated,1
run-0380e26e719dd193,claim-a04615ba606c8ef6,human_adjudicated,0
run-0380e26e719dd193,claim-b0a49b1647321153,human_adjudicated,1
run-0380e26e719dd193,claim-b268263e9f318924,human_adjudicated,1
run-0380e26e719dd193,claim-b60b2180bb7a4f54,human_adjudicated,0
run-0380e26e719dd193,claim-b821f04fe480c71f,human_adjudicated,1
run-0380e26e719dd193,claim-d00da94479912437,human_adjudicated,1
run-0380e26e719dd193,claim-d9a2b20862e4eaf1,human_adjudicated,1
run-0380e26e719dd193,claim-e101664b3ad6aaa0,human_adjudicated,1
run-0380e26e719dd193,claim-e3d2bd5371350475,human_adjudicated,1
run-0380e26e719dd193,claim-f72c10602744d5e8,human_adjudicated,1
run-0380e26e719dd193,claim-fcce8c2df25b909b,human_adjudicated,1
run-0426f3240a80529d,claim-072c6029e4756074,human_adjudicated,1
run-0426f3240a80529d,claim-12ae8647c8a9f22b,human_adjudicated,1
run-0426f3240a80529d,claim-15ec35b6385e963c,human_adjudicated,0
run-0426f3240a80529d,claim-1acaf2b9c7e95bc5,human_adjudicated,1
run-0426f3240a80529d,claim-22ae7cb2833c142f,human_adjudicated,0
run-0426f3240a80529d,claim-2e2299045fa7ddb3,human_adjudicated,1
run-0426f3240a80529d,claim-3730b2f618388640,human_adjudicated,1
run-0426f3240a80529d,claim-38505b14fe11ece1,human_adjudicated,1
run-0426f3240a80529d,claim-3a6797a9cb736bb8,human_adjudicated,1
run-0426f3240a80529d,claim-3ad4bd8c345d4a9e,human_adjudicated,1
run-0426f3240a80529d,claim-53e0266d85283adc,human_adjudicated,0
run-0426f3240a80529d,claim-5d6a4c6b84c1fef4,human_adjudicated,0
run-0426f3240a80529d,claim-6536571af47d329f,human_adjudicated,1
run-0426f3240a80529d,claim-6835dd660940a973,human_adjudicated,1
run-0426f3240a80529d,claim-6ed3d5af534656c4,human_adjudicated,1
run-0426f3240a80529d,claim-7803ebeefceccf40,human_adjudicated,1
run-0426f3240a80529d,claim-91f6443725f4d007,human_adjudicated,1
run-0426f3240a80529d,claim-9d3cf96ca03eee1d,human_adjudicated,0
run-0426f3240a80529d,claim-b565ae7698567787,human_adjudicated,1
run-0426f3240a80529d,claim-b7ff2fb4dcd929f3,human_adjudicated,1
run-0426f3240a80529d,claim-b8dbd5d925176bc1,human_adjudicated,1
run-0426f3240a80529d,claim-bee3b25a4888ad75,human_adjudicated,1
run-0426f3240a80529d,claim-db58e68a276f73f2,human_adjudicated,1
run-0426f3240a80529d,claim-df8d48ae841bd6c9,human_adjudicated,1
run-0426f3240a80529d,claim-e101664b3ad6aaa0,human_adjudicated,1
run-0426f3240a80529d,claim-e83ef9caaef8cc7e,human_adjudicated,1
run-0426f3240a80529d,claim-ea5fbf20aaeaf883,human_adjudicated,1
run-0426f3240a80529d,claim-f823f2e2786f5df2,human_adjudicated,1
run-04e533e7b84d2ed2,claim-105f843f29d4e4ae,human_adjudicated,1
run-04e533e7b84d2ed2,claim-15ec35b6385e963c,human_adjudicated,0
run-04e533e7b84d2ed2,claim-1f5aa82c73817981,human_adjudicated,1
run-04e533e7b84d2ed2,claim-3a8b221068c36cf7,human_adjudicated,0
run-04e533e7b84d2ed2,claim-53a8e419107df166,human_adjudicated,1
run-04e533e7b84d2ed2,claim-6536571af47d329f,human_adjudicated,1
run-04e533e7b84d2ed2,claim-6835dd660940a973,human_adjudicated,1
run-04e533e7b84d2ed2,claim-7803ebeefceccf40,human_adjudicated,1
run-04e533e7b84d2ed2,claim-888dd8e65ebd1e0c,human_adjudicated,1
run-04e533e7b84d2ed2,claim-9d3cf96ca03eee1d,human_adjudicated,0
run-04e533e7b84d2ed2,claim-addeb18eef12d66f,human_adjudicated,0
run-04e533e7b84d2ed2,claim-afe921d2dea545a4,human_adjudicated,1
run-04e533e7b84d2ed2,claim-b7ff2fb4dcd929f3,human_adjudicated,1
run-04e533e7b84d2ed2,claim-bd8e4d225989b926,human_adjudicated,1
run-04e533e7b84d2ed2,claim-bee3b25a4888ad75,human_adjudicated,1
run-04e533e7b84d2ed2,claim-c2d68998cb2480b0,human_adjudicated,0
run-04e533e7b84d2ed2,claim-c4877a5cc7a9f05f,human_adjudicated,1
run-04e533e7b84d2ed2,claim-db58e68a276f73f2,human_adjudicated,1
run-04e533e7b84d2ed2,claim-df8d48ae841bd6c9,human_adjudicated,1
run-04e533e7b84d2ed2,claim-f823f2e2786f5df2,human_adjudicated,1
run-04ea72386f54481b,claim-00f3e2800d2e6a11,human_adjudicated,1
run-04ea72386f54481b,claim-0bac7e0b982e6eec,human_adjudicated,0
run-04ea72386f54481b,claim-147656ceb777bb2f,human_adjudicated,0
run-04ea72386f54481b,claim-24230f09745cbe59,human_adjudicated,1
run-04ea72386f54481b,claim-24b72d22077bd973,human_adjudicated,1
run-04ea72386f54481b,claim-28a9b9bd2057bae9,human_adjudicated,0
run-04ea72386f54481b,claim-3ae82f5b59a482b8,human_adjudicated,1
run-04ea72386f54481b,claim-5477197e1d63902c,human_adjudicated,1
run-04ea72386f54481b,claim-6a4c36f5c005d430,human_adjudicated,0
run-04ea72386f54481b,claim-6b5823f6b25262a0,human_adjudicated,1
run-04ea72386f54481b,claim-6dc7893b25ac7ec3,human_adjudicated,1
run-04ea72386f54481b,claim-7b9ef0f206f0bedc,human_adjudicated,0
run-04ea72386f54481b,claim-7fe31ebb30384314,human_adjudicated,0
run-04ea72386f54481b,claim-85ca4aff0fb5ddf5,human_adjudicated,0
run-04ea72386f54481b,claim-89ca04d25f0f019e,human_adjudicated,1
run-04ea72386f54481b,claim-90c0a7e7cb048695,human_adjudicated,1
run-04ea72386f54481b,claim-920d098eeee29465,human_adjudicated,1
run-04ea72386f54481b,claim-9f8d9232572742d7,human_adjudicated,1
run-04ea72386f54481b,claim-a8f0ce486ded8b21,human_adjudicated,1
run-04ea72386f54481b,claim-ad49c80b5de89f63,human_adjudicated,0
run-04ea72386f54481b,claim-b0a49b1647321153,human_adjudicated,1
run-04ea72386f54481b,claim-b576bdaa57856f92,human_adjudicated,1
run-04ea72386f54481b,claim-b60b2180bb7a4f54,human_adjudicated,0
run-04ea72386f54481b,claim-b821f04fe480c71f,human_adjudicated,1
run-04ea72386f54481b,claim-c58bb2d8f4035612,human_adjudicated,0
run-04ea72386f54481b,claim-db58e68a276f73f2,human_adjudicated,1
run-04ea72386f54481b,claim-e101664b3ad6aaa0,human_adjudicated,1
run-04ea72386f54481b,claim-e2c6c7d2abd20670,human_adjudicated,1
run-05882008a4bad0e8,claim-00eb7089d79fcba7,human_adjudicated,1
run-05882008a4bad0e8,claim-26b121ce1a076eb9,human_adjudicated,1
run-05882008a4bad0e8,claim-2c8b41a54a0fe323,human_adjudicated,1
run-05882008a4bad0e8,claim-2de7b6a0b589d837,human_adjudicated,1
run-05882008a4bad0e8,claim-32707df50775b05b,human_adjudicated,0
run-05882008a4bad0e8,claim-417bc73b0e12b434,human_adjudicated,1
run-05882008a4bad0e8,claim-5bb208a0d00436bb,human_adjudicated,1
run-05882008a4bad0e8,claim-61316786f16fd635,human_adjudicated,1
run-05882008a4bad0e8,claim-630ba3d3c37c3408,human_adjudicated,1
run-05882008a4bad0e8,claim-63769fa40bf6f326,human_adjudicated,0
run-05882008a4bad0e8,claim-63f3cbce8d3215af,human_adjudicated,0
run-05882008a4bad0e8,claim-688f7f291a050851,human_adjudicated,0
run-05882008a4bad0e8,claim-76c4713aaab465ec,human_adjudicated,1
run-05882008a4bad0e8,claim-7b9bde8c95f4a6eb,human_adjudicated,0
run-05882008a4bad0e8,claim-83175074efc3ac0c,human_adjudicated,0
run-05882008a4bad0e8,claim-8722749428a58b51,human_adjudicated,1
run-05882008a4bad0e8,claim-a04ba2841ae5ec50,human_adjudicated,1
run-05882008a4bad0e8,claim-a22882d941be5305,human_adjudicated,1
run-05882008a4bad0e8,claim-a2629b870c884acf,human_adjudicated,1
run-05882008a4bad0e8,claim-b8b94ef16903cd53,human_adjudicated,1
run-05882008a4bad0e8,claim-b9d94b94e9e97f3b,human_adjudicated,0
run-05882008a4bad0e8,claim-d0a1afec5001a624,human_adjudicated,1
run-05882008a4bad0e8,claim-d2d73c1e6b916eb2,human_adjudicated,1
run-05882008a4bad0e8,claim-da139a45278e62cf,human_adjudicated,1
run-05882008a4bad0e8,claim-db58e68a276f73f2,human_adjudicated,1
run-05882008a4bad0e8,claim-e3e9f90c19f13dfc,human_adjudicated,1
run-05882008a4bad0e8,claim-f81b9e696a4daf92,human_adjudicated,1
run-0610fe516da64e8e,claim-1ed6dfe8ffd844ea,human_adjudicated,0
run-0610fe516da64e8e,claim-1f8bfe40cefce135,human_adjudicated,1
run-0610fe516da64e8e,claim-2202ae5da5008f54,human_adjudicated,1
run-0610fe516da64e8e,claim-41daa3b05913e5ec,human_adjudicated,1
run-0610fe516da64e8e,claim-51bd5670404b3990,human_adjudicated,1
run-0610fe516da64e8e,claim-808d966eb6dd429e,human_adjudicated,1
run-0610fe516da64e8e,claim-8333436a0541309d,human_adjudicated,1
run-0610fe516da64e8e,claim-9b4756d315422571,human_adjudicated,1
run-0610fe516da64e8e,claim-a0d8e14754c045de,human_adjudicated,1
run-0610fe516da64e8e,claim-a3871b4ffae43db5,human_adjudicated,1
run-0610fe516da64e8e,claim-b34f4f8fe0aab0c4,human_adjudicated,1
run-0610fe516da64e8e,claim-bd67aee31a4c1d6f,human_adjudicated,1
run-0610fe516da64e8e,claim-cc93a9317a2f39a1,human_adjudicated,1
run-0610fe516da64e8e,claim-ccf67c972c05cd02,human_adjudicated,1
run-0610fe516da64e8e,claim-ce289ebe61609f06,human_adjudicated,1
run-0610fe516da64e8e,claim-cf3d503aff23024d,human_adjudicated,1
run-0610fe516da64e8e,claim-d918f08bb5b898c7,human_adjudicated,1
run-0610fe516da64e8e,claim-df7462dd98d13973,human_adjudicated,1
run-0610fe516da64e8e,claim-e3a6116260429ee9,human_adjudicated,1
run-0610fe516da64e8e,claim-ec1e7e20318582e0,human_adjudicated,1
run-0610fe516da64e8e,claim-f823f2e2786f5df2,human_adjudicated,1
run-0610fe516da64e8e,claim-f82b2e18ab2cb75a,human_adjudicated,1
run-0610fe516da64e8e,claim-f8723311bce98a94,human_adjudicated,1
run-06509b094994ac6a,claim-01390165345d7de8,human_adjudicated,0
run-06509b094994ac6a,claim-15a9a459a2f0ffa0,human_adjudicated,1
run-06509b094994ac6a,claim-15ec35b6385e963c,human_adjudicated,0
run-06509b094994ac6a,claim-1f7e656a190b080f,human_adjudicated,0
run-06509b094994ac6a,claim-39473ea2ca61fe49,human_adjudicated,1
run-06509b094994ac6a,claim-4252293b9c5df619,human_adjudicated,1
run-06509b094994ac6a,claim-51062c7127dc260d,human_adjudicated,0
run-06509b094994ac6a,claim-522e12cd2f0bcf07,human_adjudicated,0
run-06509b094994ac6a,claim-55bbdd72e15ddbd2,human_adjudicated,1
run-06509b094994ac6a,claim-6835dd660940a973,human_adjudicated,1
run-06509b094994ac6a,claim-69d701708e69fd48,human_adjudicated,0
run-06509b094994ac6a,claim-729318bf1714782a,human_adjudicated,1
run-06509b094994ac6a,claim-7803ebeefceccf40,human_adjudicated,1
run-06509b094994ac6a,claim-7d01f98ac4ababb2,human_adjudicated,1
run-06509b094994ac6a,claim-881b4f42ce48d6b0,human_adjudicated,0
run-06509b094994ac6a,claim-a04615ba606c8ef6,human_adjudicated,0
run-06509b094994ac6a,claim-a20f82f809611ae5,human_adjudicated,1
run-06509b094994ac6a,claim-addeb18eef12d66f,human_adjudicated,0
run-06509b094994ac6a,claim-afe921d2dea545a4,human_adjudicated,1
run-06509b094994ac6a,claim-bee3b25a4888ad75,human_adjudicated,1
run-06509b094994ac6a,claim-c101a018bf9cecfc,human_adjudicated,1
run-06509b094994ac6a,claim-d00da94479912437,human_adjudicated,1
run-06509b094994ac6a,claim-d2f05a7f92b3c300,human_adjudicated,1
run-06509b094994ac6a,claim-d354c4dd8ccfeeba,human_adjudicated,1
run-06509b094994ac6a,claim-d9a2b20862e4eaf1,human_adjudicated,1
run-06509b094994ac6a,claim-da116e4664dfbb48,human_adjudicated,1
run-06509b094994ac6a,claim-e101664b3ad6aaa0,human_adjudicated,1
run-06509b094994ac6a,claim-f823f2e2786f5df2,human_adjudicated,1
run-06509b094994ac6a,claim-fcce8c2df25b909b,human_adjudicated,1
run-06b58a1e417cf5bc,claim-00f3e2800d2e6a11,human_adjudicated,1
run-06b58a1e417cf5bc,claim-147656ceb777bb2f,human_adjudicated,0
run-06b58a1e417cf5bc,claim-15ec35b6385e963c,human_adjudicated,0
run-06b58a1e417cf5bc,claim-1f5aa82c73817981,human_adjudicated,1
run-06b58a1e417cf5bc,claim-53a8e419107df166,human_adjudicated,1
run-06b58a1e417cf5bc,claim-637e6173022e54dd,human_adjudicated,1
run-06b58a1e417cf5bc,claim-6536571af47d329f,human_adjudicated,1
run-06b58a1e417cf5bc,claim-6835dd660940a973,human_adjudicated,1
run-06b58a1e417cf5bc,claim-7803ebeefceccf40,human_adjudicated,1
run-06b58a1e417cf5bc,claim-888dd8e65ebd1e0c,human_adjudicated,1
run-06b58a1e417cf5bc,claim-9d3cf96ca03eee1d,human_adjudicated,0
run-06b58a1e417cf5bc,claim-addeb18eef12d66f,human_adjudicated,0
run-06b58a1e417cf5bc,claim-afe921d2dea545a4,human_adjudicated,1
run-06b58a1e417cf5bc,claim-b576bdaa57856f92,human_adjudicated,1
run-06b58a1e417cf5bc,claim-b7ff2fb4dcd929f3,human_adjudicated,1
run-06b58a1e417cf5bc,claim-bee3b25a4888ad75,human_adjudicated,1
run-06b58a1e417cf5bc,claim-c2d68998cb2480b0,human_adjudicated,0
run-06b58a1e417cf5bc,claim-c4877a5cc7a9f05f,human_adjudicated,1
run-06b58a1e417cf5bc,claim-db58e68a276f73f2,human_adjudicated,1
run-06b58a1e417cf5bc,claim-df8d48ae841bd6c9,human_adjudicated,1
